CPU_USAGE,MEMORY_USAGE,Time
0.0571969203982805,490120.4200446161,1688119438.772893
0.0571969203982805,490120.4200446161,1688119443.908719
0.0571969203982805,490120.4200446161,1688119448.9334369
0.0565872864323637,541927.9596593349,1688119453.9517162
0.0568854365826271,996552.4516623396,1688119458.968194
0.0568854365826271,996552.4516623396,1688119464.02861
0.0568854365826271,996552.4516623396,1688119469.039007
0.053267097747637174,1544547.355744098,1688119754.160264
